,review,predicted,label
2607,"friend,went,movie,opposite,opinions,fujimori,watching,movie,agree,following,easiest,way,inaccurate,documentary,foreign,country,present,events,happened,matter,talented,invest,film,truly,looking,learn,countries,history,watch,natives,country,wont,able,step,away,bubble,try,force,views,opinions,dont,belong,abusing,power,worse,director,chose,talk,embarrassing,involvement,cia,fujimoris,regime,decides,evade,dealing,subject,witch,country,explain,peruvians,surprising,director,cia,violating,sovereignty,peru,trying,affect,democratic,processes,different,levels,coursebr,director,interested,helping,peru,financed,native,documentary,case,numerous,peruvian,documentaries,films,books,subject,include,ojos,que,ven,dias,de,santiago,montesinosfujimori,las,dos,caras,de,la,misma,moneda,montesinos,poderoso,caballero,etc,director,fall,fujimori,spend,time,analyzing,numerous,problems,country,involvement,country,matters,nations",pos,neg
2608,"looking,documentary,journalistic,quality,frontline,fog,war,errol,morris,instead,appalled,shallow,naive,account,complex,disturbing,man,regime,alberto,fujimori,movie,called,return,fujimori,director,presumes,perfect,movie,alienates,pro,antifujimori,factions,fact,biased,unprofessional,piece,work,movie,crucial,facts,wrong,uses,called,landslide,election,fujimori,reelected,vote,example,massive,popular,support,fujimori,know,fruit,organized,electoral,fraudbr,movie,states,sendero,luminoso,shining,path,killed,people,fact,truth,commissions,final,report,states,deaths,political,violence,peru,caused,sl,leaves,hands,police,military,groups,fact,uses,misleading,information,fujimori,years,example,terrible,movie,person,education,peruvian,politics,history,fujimori,clearly,consummated,manipulator,delusional,character,remorseless,egomaniac,regime,far,democratic,menace,peruvians,despite,facts,director,lets,fujimori,tell,story,wants,camera,positioned,narrative,direction,film,political,agenda,word,journalistic,cojones,soft,questions,unchallenged,remarks,oriana,fallaci,need,director,questioned,screening,didnt,hide,fact,deeply,impressed,fujimori,charm,intelligence,yes,definitely,charmed,tell,looking,film,obvious,hard,time,digest,multitude,facts,point,responsibility,corruption,murder,deception,took,place,assured,gasping,audience,fujimori,patriot,moments,earlier,leading,peruvian,journalists,adamant,telling,fujimori,traitor,went,despite,accusations,single,dollar,found,bank,account,etc,etc,like,hearing,gang,ruthless,thugs,ruled,country,years,defending,master,sad,moment,journalismbr,film,makes,injustice,history,insult,hundreds,dead,people,disappeared,unjustly,incarcerated,fujimoris,regime,wonder,later,confessed,peruvian,intellectuals,befriended,making,movie,felt,betrayed,unbiased,words,oportunistic,nave,denial,come,mind,instead",pos,neg
2613,"rabbit,fever,film,oddities,enjoyable,minutes,demands,little,viewer,delivers,terrestrial,television,channel,prime,time,slot,think,rabbit,fever,received,makes,wonder,pushed,cinemasbr,movie,filmed,style,television,documentary,introduces,women,addictive,relationship,rabbit,vibrator,film,primarily,focused,investigating,supposed,addictive,quality,famous,sex,aid,product,narrative,tongue,cheek,throughoutbr,storyline,strong,introduction,rounded,likable,characters,enjoyable,backstory,peripheral,characters,situations,develops,engaging,story,pleasing,conclusions,sadly,theres,feels,clever,new,rabbit,fever,sharp,moments,switches,hint,writers,capable,credit,minutes,knob,gags,innuendo,probably,watch,mother,theres,laziness,scenes,holds,moments,went,want,outrageous,dollop,sitcombr,chuckled,left,theatre,feeling,empathy,characters,left,bitter,thought,taken,minute,reel,tv,light,entertainment,tried,national,cinema,think,rabbit,fever,achieves,set,quirky,subject,rounded,storyline,presented,cast,good,diversion,minutes,theres,justify,extravagance,movie,theatre,environment,opposite,commercial,breaks,given,viewer,chance,grab,breath,life,rabbit,fever,lack",pos,neg
2615,"charlie,chaplin,responds,open,auditions,lodestone,studios,rival,ben,turpin,arrives,studio,obviously,unemployed,comedian,turpin,tries,horn,chaplins,action,studio,head,hollers,chaplin,manages,walk,turpin,charlie,amusingly,manages,botch,jobs,actor,carpenter,end,manages,big,break,star,born,lot,jokes,involving,buttocks,initial,scene,involving,slapstick,chaplin,turpin,relative,highlight,note,gloria,swanson,typist,far,background,left,screen,films,opening,agnes,ayres,appears,new,job,charles,chaplin,charlie,chaplin,ben,turpin,charlotte,mineau",pos,neg
2623,"thought,going,enjoy,film,love,pictures,mountain,climbing,great,mystery,plot,photography,fantastic,scary,scenes,captured,attention,thought,nicole,eggertdiana,penningtonthank,good,night,played,convincing,role,young,girl,tragic,loss,life,meets,characters,want,guide,mountain,marc,singer,angel,blade,played,unconvincing,weird,guy,acted,scenes,bad,temper,looked,comical,film,big,disappointed,worth,watching,tv,enjoy",pos,neg
2640,"wish,voted,movie,funny,intended,funny,given,funniest,darn,youll,want,watch,giant,blur,flash,screen,come,flies,terrifies,electrifying,strings,bird,real,personality,saw,time,big,bird,appeared,sesame,street,sure",pos,neg
2646,"spreading,panic,broadway,bombay,s,giant,claw,boasts,ultimate,flying,monster,movie,history,described,terrified,quebecois,witness,la,carcagne,shes,de,devil,de,storm,de,face,de,wolf,de,body,de,woman,wings,bigger,tell,doesnt,canadian,women,finally,focus,cross,overgrown,buzzard,chickenhawk,gonzo,great,isnt,old,giant,turkey,impervious,rockets,invisible,radar,taste,swallowing,parachutists,pecking,away,united,nations,building,extraterrestrial,giant,turkey,antimatter,galaxy,millions,miles,earth,thats,come,build,nest,explanation,possible,luckily,humanity,jeff,morrow,test,pilot,chief,cook,bottle,washer,oneman,birdwatching,society,invents,weapon,disable,impenetrable,shield,hit,kitchen,sink,dont,worry,morris,ankrums,general,assures,weve,got,kitchen,sinks,spare,son,time,lastminute,clinch,costar,mara,corday,dialogue,dated,unfortunately,admire,spunk,climbing,backs,weve,messed,strangely,near,fun,film,giant,flying,turkey,beast,truly,memorable,creation,wrong,reasons,hard,dislike,liking,wrong,reasons,marks,cast,delivering,gem,gem,direlogue,straight,face,honest,pete,ill,motherinlaw,old,crow,trouble,time,talked,chaplain,wasnt,telephone,line,place,kind,help,need,immortal,attacking,united,nations,building",pos,neg
2653,"find,disconcerting,era,satisfying,fulfilling,spirituality,unknown,scattered,spectrum,possible,beliefs,charlatan,fraud,gurdjieffs,caliber,charlatan,exceptional,denying,special,gift,pity,misused,aggrandizement,wounded,ego,feeding,adulation,unwary,sheep,beck,awe,inspire,extreme,adherence,credulity,movie,presents,idealized,version,gurdjieffs,largely,fictional,fantastic,account,formation,awakening,describe,discovery,sway,minds,wills,certain,types,sadly,disoriented,people,dare,disagreeable,eyeopening,sadly,deprived,true,religious,leaders,extent,clown,like,gurdjieff,inspire,devotion,careful,blood,pressure,medicine,hand,hope,healthy,religion,emerge,ruins,christianity,supreme,example,cinematography,entire,service,premises,pretenses,dysfunctional,cult",pos,neg
2654,"im,sure,review,contains,spoilers,im,playing,safe,indicating,regardless,unlikely,watch,film,isnt,familiar,bookbr,theres,old,wisecrack,laboring,mightily,bringing,forth,mouse,comanche,moon,mousebr,novel,focuses,indians,americans,adapting,tv,mcmurtry,osanna,rightly,reasoned,audience,interested,whites,reds,unfortunately,theres,little,novel,dont,know,gus,woodrow,friends,movie,gives,portentous,prehash,occur,lonesome,dove,indians,story,tell,largely,relegated,background,hasnt,read,novel,rightly,wonder,titled,comanche,moonbr,novel,overall,story,line,point,fixed,movie,strongly,drawing,contrast,indians,losing,lands,way,life,encroaching,americans,bring,civilzation,opportunity,missedbr,unlike,lonesome,dove,comanche,moon,extended,scenes,develop,character,relationships,americans,extended,scenes,indians,largely,removed,shortened,net,fourhour,film,remarkably,episodic,choppy,gets,feeling,script,originally,longer,cut,reduce,production,costsbr,screenplay,comprises,clichd,dialog,aphorisms,platitudes,coming,author,picture,startlingly,bad,script,mcmurtry,osanna,opportunity,fix,problems,story,characterizations,notbr,best,dialog,novel,missing,altered,obvious,reason,example,clara,cassie,shows,intense,hatred,woodrow,jack,condemning,gus,ennis,running,pard,tart,little,revelation,claras,sexual,jealously,gone,theres,scene,urdense,woodrow,warns,maggie,let,jake,spoon,compromise,exchange,novel,shorter,harsher,film,tones,doesnt,portray,woodrow,socially,stupid,emotionally,frozen,stone,read,scene,novel,wanted,punch,woodrow,stomach,worse,changes,understandable,inish,sculls,eyelids,cut,like,required,expensive,cgi,buffalo,hump,hump,felt,unreasonable,ask,wes,studi,schlep,huge,prosthesis,buffalo,humps,character,kindler,gentler,nearly,grotesquely,violent,novelsbr,good,thing,nearturkey,steve,zahns,remarkable,performance,gus,mccrae,robert,duvall,playing,gus,mccrae,uncanny,perfectly,duplicates,duvalls,mannerisms,manner,speech,appearing,deliberate,selfconscious,duvall,wholly,character,actually,shows,gus,gus,partbr,best,thing,comanche,moon,wont,spoil,affection,lonesome,dove,great,western,great,american,filmbr,ps,think,rachel,griffiths,thats,way,book",pos,neg
2665,"viewed,nights,coming,imdb,looking,actor,info,saw,rating,surprised,impressed,id,seen,reference,happen,believe,lonesome,dove,best,tv,western,grew,mgm,lots,culver,city,s,certain,sense,reverence,western,genre,saw,glowing,review,decided,read,found,reviews,stars,summed,feelings,lack,character,development,poor,editing,feeling,shot,universal,lot,mgms,long,gone,overall,impression,going,come,close,changing,feelings,ld,impression,overwhelming,vote,chose,write,got,wondering,process,yields,rating,people,giving,s,s,time,justify,vote,ballot,box,stuffed,people,monetary,motivation,long,imdb,tool,screen,movies,thought,best,available,sure",pos,neg
2672,"ability,enjoy,ashes,time,depend,expectations,stepping,theater,strident,supporters,agree,audiences,split,right,middle,appreciation,unique,filmbr,unlike,hk,actioners,battle,scenes,curiously,kept,distance,happen,theyre,rendered,jerky,style,difficult,exactly,whats,occurring,screen,dramatic,scenes,extravagantly,beautiful,maggie,cheung,brigitte,lin,rollcall,hks,acting,talent,chewing,scenery,wong,karwais,early,work,dialog,precise,short,ashes,time,requires,forgiving,attitude,released,time,wong,karwais,spectacularly,successful,chungking,express,clear,director,isnt,confident,working,elements,martial,arts,film,looking,tense,action,likely,disappointed,intrigued,directors,aesthetic,likely,find,unique,experience",pos,neg
2676,"ashes,time,audacious,project,ended,pretentious,movie,film,good,example,tell,simple,story,complex,manner,plot,ashes,time,fairly,simple,comes,words,love,triangle,love,triangles,crossing,stories,jealousy,hate,love,main,dynamics,displayed,characters,narrative,seen,ouyang,fengs,eyes,leslie,cheung,ouyang,feng,lives,desert,acts,middleman,swordsmen,tool,destiny,vengeance,achieved,unfortunately,ashes,time,fails,telling,simple,stories,love,hate,wong,karwai,lost,driven,desire,frame,film,painting,aesthetic,experience,fact,casting,beautiful,actors,men,women,failure,movie,dialogs,minimalists,original,pictures,quality,unequal,editing,worst,seen,swordplay,genre,finally,filming,rare,sword,fight,confusing,unappealing,attempt,building,artistic,scenes,achieved,erotic,women,horse,scene,ridiculous,erotic,useless,wong,karwai,wanted,deliver,minutes,pure,aesthetic,experience,forgot,film,plot,told,forgetting,delivers,awkward,movie,doesnt,fulfill,artistic,objective",pos,neg
2721,"world,piece,gambling,cinema,suitable,lifetime,network,michael,imperoli,good,actor,think,portrayal,stu,fell,short,montages,unbearable,supporting,cast,casting,partially,fault,cinematography,useless,gambling,story,school,feel,stories,sort,left,oliver,stones,world,suck,ass,fun,watch,attempt,lost,wheels,race,begun,mario,andretti,indy,came,mind",pos,neg
2745,"tart,good,illustration,old,yogi,berra,saying,dont,know,going,probably,end,someplace,writerdirector,christina,waye,feature,managed,million,movie,ends,someplace,tart,coming,age,story,devoid,characters,rational,person,connect,black,comedy,humor,sexploitation,movie,particularly,sexybr,unlike,standard,swain,film,tart,actually,employed,competent,experienced,production,designer,good,provide,extremely,nice,shots,scene,swain,barton,taking,bubble,bath,scene,swain,parkfeaturing,nice,montage,alice,wonderland,sculpture,symbolism,incorporated,elements,supports,possibility,waye,despite,absence,linear,logic,unity,tone,actually,visionary,talent,aspirations,making,quality,film,possible,waye,trying,fusion,somewhat,expressionistic,metropolitan,camp,classic,cruel,intentions,deal,manhattan,upper,class,camera,shots,framed,windows,doors,tight,shots,faces,eyes,technique,hinting,symbolism,intentional,distancing,characters,motivations,tart,verge,veering,camp,territory,twice,advised,going,direction,scene,try,dump,seemingly,deceased,swain,garbage,chute,bit,father,jewish,played,extreme,joel,grey,dancing,jewish,guerrilla,cabaret,films,swains,acting,technique,overwhelm,scene,appears,insert,scenery,chewing,tart,actually,shows,ability,restrain,best,performance,career,provides,clues,physical,deterioration,willowy,super,cute,girl,hulking,lumpyfaced,pumpkin,transformation,halfcomplete,time,tart,ravages,time,mischa,barton,sixth,senses,feel,better,girl,lacey,chabet,excellent,supporting,roles,rest,cast,simply,horrible,blame,wayes,script,direction",pos,neg
2748,"things,noticed,allowed,culture,stand,rest,wake,soles,place,aerial,shot,sole,flowered,kisses,sea,women,believed,commentary,closeness,women,cultureones,stuck,generations,separations,misunderstandings,able,bond,rely,film,glorify,women,flawless,individuals,mean,flawless,suffer,consequences,actions,treated,imperfections,example,shortly,paula,accidentally,killed,father,mother,immediately,comes,rescue,takes,responsibility,act,paula,suffer,remorse,example,daughter,granddaughter,opportunity,reunite,supposed,dead,mother,grandmother,knowing,stresses,likely,caused,family,embraces,mother,care,donethat,killing,husband,lover,light,women,portrayed,ones,love,independent,character,acts,ones,dont,bothered,acts,friendsfamily,members,performbr,idea,thought,intriguing,culture,regards,idea,supernatural,death,raimunda,soles,mother,inexplicable,return,director,builds,audiences,emotions,believe,film,going,embody,supernatural,people,depicted,culture,supernatural,eager,believe,life,exists,grave,aunt,longtime,friend,augustina,prostitute,people,living,city,la,mancha,believe,rumors,dead,coming,family,members,finish,unfinished,business,believed,mixed,reflection,cultures,religious,faith,predominantly,catholic,need,amends,chance,forgiven,mortality,belief,held,regards,dead,alive,hope,destitute,circumstances,suffered,mortality,viewer,exposed,fact,film,isnt,supernatural,interesting,observe,role,mother,continues,play,shes,treated,ghost,ie,hiding,small,crevices,underneath,bed,inside,car,trunk,believe,director,portrayed,mother,way,heighten,existent,supernatural,beliefs,city,adopted,mothers,character,metaphor,citys,longheld,belief,life,death",pos,neg
2749,"film,almodovar,sends,tingle,spine,time,capitalized,print,opens,spanish,auteurs,latest,feature,instantly,induces,memories,salacious,nuns,gentle,necrophiliacs,wisecracking,transsexualsand,havent,got,far,infantterribles,critically,reviled,early,work,beautiful,opening,montage,camera,roving,windswept,graveyard,animated,hoard,widows,feverishly,scrubbing,tombstones,thought,pedro,wicked,spellbr,nostalgia,subsided,little,fill,place,director,revels,bringing,humanity,assassins,rapists,poor,job,finding,emotional,depth,endearing,quality,women,penelope,cruz,raimunda,headstrong,housewife,life,complicated,daughters,accidental,killing,abusive,husband,thankfully,lives,almodovars,spain,friends,happily,help,dispose,corpse,offer,round,cocktails,add,meltingpot,ghost,raimundas,mother,host,eccentrically,warmhearted,matriarchs,volver,means,literally,return,pedro,appear,recycling,old,material,subplot,incest,feels,tackedon,obligatory,taboo,instead,commenting,subverting,issue,treatment,paedophilia,bad,education,feels,forced,unconvincing,amid,films,chickflick,sentimentality,suggest,almodovar,film,salir",pos,neg
2760,"countenance,antoine,monot,copycat,impersonation,kevin,smiths,silent,bob,keeps,asking,writerdirector,christian,zbert,listens,zbert,cant,joke,matter,cheap,best,thing,movie,soundtrack,course,joey,burns,calexico,divine,jonathan,richman,understated,oldschool,bard,theres,mary,fame,grace,smalltown,dropout,story,visual,allure,stefan,lukas,gregorowicz,looks,cool,riding,tan,sixseries,bmw,twodoor,wearing,aviator,shades,going,true,accidentally,sleeps,wildeyed,bohemian,kid,sister,marie,zielcke,wouldnt,thumbs,goes,blackandwhite,liberal,dose,mysterious,substance,zerozero,youre,looking,slightly,rendering,intoxication,suggest,check,fear,loathing,las,vegas",pos,neg
2761,"im,huge,zack,allan,fan,disappointed,got,scene,movie,favourite,scene,confiscates,characters,weapons,directs,unfortunately,unlike,thirdspace,river,souls,action,took,place,station,didnt,care,garibaldi,seasons,think,sheridan,okay,sinclair,like,lochley,limited,screen,time,like,crusade,space,battles,enjoy,personally",pos,neg
2779,"stu,ungar,considered,greatest,poker,gin,player,time,extraordinary,selfdestructive,force,nature,tiny,stature,huge,heart,gamebr,kind,hallmark,film,dangers,gambling,sure,wins,loses,blows,sex,drugs,gambling,real,play,greatest,card,player,timebr,flat,frankly,boring,places,gets,learn,stu,man,stu,card,player,nadabr,nicely,shot,presented,point,perfect,example,film,cards,honestly,espns,coverage,world,series,watchable,thisbr,waste,great,chance",pos,neg
2782,"having,finished,reading,book,kind,week,ago,thinking,great,movie,especially,people,know,little,poker,poker,players,totally,shocked,find,browsing,video,store,night,idea,actually,turned,film,grabbed,immediately,watched,anticipation,major,letdownbr,intriguing,things,stu,ungar,skimmed,quickly,instead,left,biopic,anybody,ungar,burntout,jerk,brilliant,thinker,read,people,instinctively,fascinating,focus,thatbr,talk,watering,real,truth,guy,excessive,absolutely,drugs,women,gambling,starvation,sleepdeprivation,gambled,sporting,events,dusk,dawn,missing,days,hanging,crack,dens,body,perpetually,emaciated,needed,money,beat,playing,cards,thats,storybr,time,spent,childhood,personal,relationships,ties,vincent,daughter,hardly,touched,hardly,drugs,use,exorbitant,insane,gambling,incredible,cardplaying,abilitiesbr,probably,late,hope,remakes,film,properly,problem,imperioli,excellent,script,left,interesting",pos,neg
2783,"wow,witnessed,greatest,poker,tragedies,im,talking,premature,death,great,stu,ungar,film,im,sorry,terrible,absolutely,terrible,true,tragedy,filmaking,history,maybe,im,little,harsh,interest,life,stu,ungar,dont,consider,coming,near,interest,life,find,parts,trivialised,great,novelty,scenes,watched,stu,ungar,nearly,wanted,end,like,watching,movie,stars,effort,unpleasantly,painful",pos,neg
2800,"spiderman,comic,books,initiate,change,genre,spite,superhero,comic,book,series,added,real,psychological,depth,main,character,complex,moral,issue,round,characters,highlighted,social,political,issues,words,spiderman,comic,books,coming,age,tv,series,lacks,components,straightforward,good,buy,bad,guy,tv,series,suffering,obvious,budgetary,rerstraints,action,scene,moderately,exciting,spiderman,nylon,webbing,convincing,cardboard,rocks,star,trek,nicholas,hammond,way,old,role,point,time,think,thirties,wheras,spiderman,teenager,time,unfathomable,reason,writers,changed,names,deleted,important,characters,comic,book,resulted,tension,characters,basically,disappearing",pos,neg
2801,"opulent,sets,sumptuous,costumes,photographed,theodor,sparkuhl,good,great,performance,jannings,henry,overcome,poor,writing,static,camerawork,henny,porten,chews,scenery,annebr,beautiful,surface,depth,melodramatic,tale,woman,wronged,hit,america,expressionistic,cabinet,dr,caligari,flopped,year,proving,popular,endures,lubitsch,remembered,lively,comedies,sterile,spectacles,like",pos,neg
2802,"find,minoritybr,didnt,like,varney,work,havent,embraced,including,knowhutimean,slam,dunk,ernest,rates,credit,worst,line,clear,competitor,dubious,titlebr,work,rough,base,lovable,lovability,ernests,key,components,element,completely,lost,unfortunately,think,best,line,loved,essence,ernest,ernest,realize,refer,minutes,work,blatantly,base,funbr,rates,frombr,fiend",pos,neg
2809,"people,think,sweden,negative,way,neat,clean,organized,northern,people,tortured,religious,fate,history,leading,depression,compulsive,heavyhandedness,need,problem,filmmaker,example,late,bergman,shown,cinematic,possible,conditions,bergman,identity,starting,point,explicitly,comment,identity,suchbr,andersson,reverse,comments,identity,dissecting,people,bone,world,sweden,equivalent,hell,earth,art,merely,annotation,despite,exceptional,time,took,filmmaker,limitations,clearly,step,ofbr,compared,previous,movie,snger,frn,andra,vningen,songs,second,floor,progress,observed,intention,accessible,difference,minimal,scenes,try,larger,audience,arent,best,movie,absurdism,minimalism,apply,oneshot,camera,position,lack,action,shot,yes,stills,scenes,actually,work,coloring,positioning,amazing,interesting,movie,thinking,negative,way,cinema,taken,step,backwardsbr,anderssons,background,maker,commercials,shines,elaborate,setup,find,movies,commercials,message,mankind,trivial,depth",pos,neg
2833,"blake,edwards,tried,hard,change,julie,andrews,image,film,tried,sexy,realizing,think,bit,irked,julie,chosen,film,broadway,success,camelot,passed,sexy,unfortunately,chose,vehicle,try,assuage,belief,gets,point,funny,seeing,rock,hudson,know,gay,kissing,julie,minutes,movie,trying,believe,julie,femme,fatale,rock,straight,sadly,absolutely,chemistry,unending,kissing,scenes,start,grossing,error,picture,knowing,kind,movie,making,separate,movies,drama,julie,german,spy,trying,military,secrets,rock,air,war,movie,lots,footage,wwi,vintage,planes,swooping,stupid,attempts,humor,blake,edwards,think,insert,pictures,appropriate,case,truly,redeeming,qualities,film,looking,lovely,dame,julie,hearing,sing,crystal,clear,belllike,soprano,course,love,overlook,weaknesses,film,tell,afterward,hell,lot,better,sitting,star",pos,neg
2834,"inferred,previous,poster,military,subordinate,police,disaster,depicted,film,fact,military,role,supply,aid,civil,authorities,requested,civil,authorities,retain,primacy,practise,army,need,hours,mobilise,army,presence,london,especially,current,overseas,commitments,dependent,calling,tabr,cobra,given,impression,governmental,emergency,department,right,reference,met,police,cobra,division,fact,cobra,stands,cabinet,office,briefing,room,room,pm,dpm,meet,advisers,discuss,current,emergency",pos,neg
2836,"addition,negative,reviews,amazed,drop,hat,cctvcamera,summoned,unlikely,location,crisisteam,look,maaaaaaaam,going,notably,near,thamesbarrier,professor,hit,windforce,head,heavy,object,subsequently,lives,tell,story,unable,shake,image,actors,portrayed,filmsprograms,said,wife,hey,thats,neil,young,ones,nigel,planer,summon,hercule,poirot,help,david,suchet,add,disgrace,film,shown,parts,itv,uk,recently,itv,showed,telephone,number,environment,agency,episode,worried,viewers,living,areas,risk,flooding,low,broadcaster,treat,audience,like,environment,agency,thought,oh,mrs,jones,hull,says,right,saw,itv",pos,neg
2859,"war,eastas,germans,referred,ww,sovietnazi,conflict,war,annihilation,germany,german,army,soviet,union,fighting,ultimate,aim,wipe,called,sub,human,untermensch,russian,population,colonize,mainly,country,german,settlers,wonbr,read,hitlers,willing,executionersbr,german,army,presented,innocent,victims,nazi,mass,murderers,modern,german,film,makers,going,honest,face,pastbr,better,russian,film,come,instead",pos,neg
2865,"technical,flash,stalingrad,movie,disappointing,watching,read,nonfiction,accounts,stalingrad,campaign,seen,lot,documentary,footage,photographs,actual,battle,participants,dont,think,movie,succeed,depicting,titanic,struggle,suffering,actually,occurred,wanted,relatively,recent,german,movie,production,like,good,elements,movie,overall,failure,worst,aspect,includes,substantial,anachronisms,contrived,clichd,elements,glaringly,encounters,german,officer,soviet,womanbr,ideological,elements,movie,result,distorted,perceptions,including,amounts,caricature,german,chaplain,overblown,classwarfare,messages,problematic,depictions,good,vs,bad,germans,certainly,german,armed,forces,world,war,ii,included,men,able,maintain,decency,war,bad,things,attempts,movie,contrast,simplistic,childish,stalingrad,credit,sense,doesnt,completely,portray,german,troops,simple,demonic,quality,stereotype,people,movie,includes,stereotypes,toogoodtobetrue,infantryman,attitudes,akin,s,s,completely,evil,infantrymen,rearechelon,officerbr,recent,movies,stalingrad,saving,private,ryan,frequently,praised,authenticity,depicting,graphic,scenes,combat,movies,deeply,flawed,distorted,depictions,attitudes,values,behaviors,s,soldiers,civilians,stalingrad,spr,major,minor,characters,lack,unselfconscious,stoicism,common,regular,people,world,war,ii,period,certainly,soldiers,history,notorious,frequent,grumbling,occasional,cynicism,selfabsorbed,talky,touchyfeely,characters,movies,prevalent,world,today,s,people,days,like,denigrate,war,movies,s,s,present,patriotic,messages,arent,graphic,combat,earlier,movies,battleground,accurate,depictions,typical,soldiers,attitudes,successful,showing,horrible,effects,war,indirect,waysbr,welldone,stalingrad,battle,german,infantry,soviet,tanks,reasonable,job,capturing,horror,confusion,combatbr,stalingrad,poor,job,showing,common,look,frontline,soldier,difficulty,finding,thin,haggardlooking,extras,pampered,wellfed,america,western,europe,today,german,troops,movie,dont,wear,uniforms,equipment,properly,dont,display,professional,bearing,common,german,wehrmacht,years,german,defeat,want,good,idea,actual,german,troops,looked,recommend,following,documentaries,contain,footage,stalingrad,campaign,world,war,war,century,russias,war,books,operation,barbarossa,photographs,paul,carell,stalingrad,geoffrey,jukes,stalingrad,paul,carell,contain,great,helpful,photos,books,written,battle,antony,beevor,william,craig,recommended,especially,good,common,soldiers,civilians,sidesbr,relatively,recent,movies,opinion,better,stalingrad,saving,private,ryan,depicting,attitudes,characters,persons,world,war,ii,general,feel,look,horror,grittiness,war,der,untergang,downfall,talvisota,winter,war,bridge,far,longest,day,cover,events,western,east,excellent,war,movies,stick,close,factual,accounts,movies,lack,grit,prevalent,recent,films,compensate,lack,strengths,including,truthfulness",pos,neg
2874,"updating,clare,booth,luce,play,movie,major,disappointment,cast,women,excellent,individual,scenes,work,hangs,connection,scene,scene,film,crafted,parts,assembled,vacuum,granted,story,woman,dealing,husbands,infidelity,helped,hindered,friends,shocking,age,divorce,common,time,timely,wish,managed,connect,pieces,stands,dont,feel,pulled,plot,wait,cable",pos,neg
2879,"directorscreenwriter,diane,englishs,update,george,cukors,mgm,classic,comedy,unfortunately,shows,mothballs,predecessor,based,clare,booth,luces,shrewdly,observant,play,relationships,evolve,strictly,female,group,pampered,manhattan,socialites,story,ripe,contemporary,remake,instead,englishs,thematic,overreach,production,comes,extended,therapy,session,paucity,wit,whats,diverse,lifestyles,women,today,reduced,sitcomlevel,stereotypes,movie,original,plays,central,conceit,eliminating,men,storyline,contrived,given,openly,pansexual,evolution,occurred,men,women,s,add,insult,injury,recent,big,screen,adaptation,hbos,sex,city,sort,sororitystyle,dishing,better,far,sharper,fangsbr,skeleton,original,play,remains,story,centers,wealthy,mary,haines,gave,promising,clothing,design,career,devoted,wife,wall,street,financial,wizard,like,sex,city,surrounded,best,friends,sylvie,fowler,successful,cutthroat,magazine,editor,mold,miranda,priestly,devil,wears,prada,film,echoes,perennially,pregnant,edie,cohen,representing,stayathome,wife,alex,fisher,lesbian,author,represent,repressed,group,generally,excluded,exclusive,clique,mouthy,manicurist,find,marys,husband,having,affair,maneater,crystal,allen,perfume,girl,saks,willing,break,marriage,struggles,actress,rest,plot,doesnt,matter,series,scenes,focused,sisterly,bonding,bickering,illuminating,satirical,zing,buoyed,moviebr,looking,strangely,youthful,meg,ryan,play,mary,manner,tries,resuscitate,goodwill,engendered,s,harry,met,sally,sleepless,seattle,isnt,ageappropriate,familiar,sprightliness,odds,characters,passive,nature,annette,bening,fares,somewhat,better,scenestealing,rosalind,russell,role,sylvie,proved,adept,conveying,hardness,masking,vulnerability,character,goes,trite,transformation,undermines,actress,performance,severely,poor,eva,mendes,play,crystal,shallow,transparent,shopgirl,versus,smart,hardedged,cookie,joan,crawford,got,play,debra,messing,jada,pinkett,smith,scooted,way,sidelines,edie,alex,respectively,better,candice,bergen,marys,savvy,supportive,mother,cloris,leachman,nonnonsense,housekeeperbr,probably,reflecting,lackluster,box,office,response,films,release,dvd,doesnt,robust,set,extras,deleted,scenes,crystal,friends,having,girls,nightin,contrast,marys,elaborate,garden,party,extension,bette,midlers,cameo,multimarried,hollywood,agent,counseling,mary,late,night,yoga,camp,featurettes,round,extras,women,legacy,history,film,original,play,women,women,cast,crew,speak,endlessly,female,selfempowerment,selfimage,irony,version,women,directed,scripted,woman,takes,patronizing,look,women",pos,neg
2883,"imagine,film,complete,opposite,lawrence,arabia,instead,having,male,cast,female,cast,instead,set,barren,deserts,arabia,set,bulging,metropolis,new,york,city,instead,greatest,films,pointless,boring,forgettablebr,film,concerns,mary,haines,meg,ryan,perfect,wife,mother,envy,high,society,manhatten,social,circle,painted,women,bearing,weight,world,shoulders,despite,fact,needs,live,nanny,housekeeper,cope,child,dont,want,hard,mary,whilst,taking,liassezfaire,attitude,fashion,designing,job,father,given,idyllic,lifestyle,forever,things,start,crash,real,waybr,marys,husband,cheating,father,fires,working,hard,naturally,upset,breaks,littlebr,mary,needs,bounce,sake,impressionable,young,daughter,rehab,hair,straightening,designing,line,clothes,amazingly,kind,film,montage,mary,succeeds,daughter,loves,mother,loves,friends,love,husband,decides,loves,decides,cheating,husband,realising,fault,cheated,didnt,dote,enoughbr,films,saving,grace,doesnt,men,evil,route",pos,neg
